"Memories can't ignore","Slayer"
"A cannibal's desire feeds the fire","Slayer"
"A child's dream of death.","Slayer"
"A child's toy sudden death.","Slayer"
"A force that has lived all eternity.","Slayer"
"A simple quest for a visible savior, To lead us through our final prayer.","Slayer"
"A soul that will never rest.","Slayer"
"A vile smell, like tasting death.","Slayer"
"A war raging deep inside my head, A split decision that will end with me dead.","Slayer"
"All life I drain.","Slayer"
"Ambushed by the spray of lead","Slayer"
"An echo bouncing inside my brain.","Slayer"
"An unforseen future nestled somewhere in time.","Slayer"
"And life's blood.","Slayer"
"Anguish of before","Slayer"
"At one with evil that has ruled before.","Slayer"
"Bastard sons begat your cunting daughters, Promiscuous mothers with your incestuous fathers.","Slayer"
"Bearer of no name.","Slayer"
"Beaten and torn","Slayer"
"Before you see the light you must die.","Slayer"
"Begging, pleading, bullets drop like rain.","Slayer"
"Blind obedience carries me through it all, Do only what is expected of me.","Slayer"
"Blind obedience carries me through it all.","Slayer"
"Body that lay before me, In everlasting death.","Slayer"
"Body that rests before me, With every dying breath, Spellbound and gagged, I commence your flesh to dirt.","Slayer"
"Bury the unwanted child.","Slayer"
"Can you hear the serpents call, Look deep in those deceiving eyes.","Slayer"
"Candles burn the midnight oil, Incense fills the night.","Slayer"
"Cascaded darkness","Slayer"
"Chaos rampant, An age of distrust.","Slayer"
"Close your eyes and see what is me, Raise the chalice, embrace for evermore.","Slayer"
"Come walk with me through endless time.","Slayer"
"Confrontations.","Slayer"
"Conscience a word I learned to forget.","Slayer"
"Count the bullet holes in your head.","Slayer"
"Counting off death tolls.","Slayer"
"Crucify the bastard son.","Slayer"
"Dead","Slayer"
"Dead bodies, dying and wounded","Slayer"
"Dead soul, Stone cold, Out into the night.","Slayer"
"Death shines on the air of silence, A ritual of endless time.","Slayer"
"Death walks inside you, Smell death around you, Hell's evil spell takes a soul, Hear the sound of the bell","Slayer"
"Death's an art, flesh and earth never part, A power of the mind.","Slayer"
"Do only what is expected of me, With no emotions my feelings suppressed.","Slayer"
"Drive the salt in the wound, arouse the subconscious to lie.","Slayer"
"Dying +AFs-in+AF0- terror, Blood's cheap, it's everywhere.","Slayer"
"Electric, circus, wild, Deep in the infants mind.","Slayer"
"Embryonic death, Embedded in your brain.","Slayer"
"Emptiness in twilight's rebirth, The faint sounds of shoveled earth.","Slayer"
"Empty altar awaits its victim","Slayer"
"Engreat souls condemned for all eternity, Obtained by immoral observance a domineering deity.","Slayer"
"Enter the kingdom of desire.","Slayer"
"Entombed in abscess, To rot and lie stinking in the earth.","Slayer"
"Evangelist you claim God speaks through you, Your restless mouth full of lies gains popularity.","Slayer"
"Experience pleasures thought unobtained.","Slayer"
"Exploding, reloading, this quest never ending","Slayer"
"Extraction termination","Slayer"
"Fallen mercenary, dormancy is done, Not content with wars we never won.","Slayer"
"Falling down can you feel the heat, Burn","Slayer"
"Fate silent warriors sleeping souls will arise.","Slayer"
"Feeling a sickness building inside of me, Who will I really have to answer to.","Slayer"
"Fires burning can you hear","Slayer"
"Flesh burns, it fills the air. Souls drift, they fill...","Slayer"
"Fly swatter stakes drive through your chest.","Slayer"
"Forced to fight, behind, The crooked cross.","Slayer"
"Forgotten children, conform a new faith, Avidity and lust controlled by hate.","Slayer"
"Forms of hanging, flesh shredded carcass","Slayer"
"Grand canyons of space and time universal","Slayer"
"Guidance, it means nothing","Slayer"
"Hatred victimize, gaze in their eyes as they die.","Slayer"
"His spirit lives and breathes in me.","Slayer"
"Hold me under.","Slayer"
"Holes burn deep in your chest, Raked by machine gun fire.","Slayer"
"Hooks to my brain are well in","Slayer"
"How much can I take of the pain, The pain","Slayer"
"Humanity maintained.","Slayer"
"Hunting with bated breath.","Slayer"
"I deal in pain.","Slayer"
"I dominate.","Slayer"
"I face the impregnable wall","Slayer"
"I know what I am, I'm Berlin","Slayer"
"I seal your fate.","Slayer"
"I'll have your soul.","Slayer"
"I'll show you sights that you would not believe.","Slayer"
"I'm stabbing and bawling, I'm punching and crawling","Slayer"
"Ignore the writing on the wall, You should read between the lies.","Slayer"
"Imprisoned in a shell, ready to explode.","Slayer"
"Impulsive habitat.","Slayer"
"Impulsive sabbath.","Slayer"
"Impure the soul, that's made to suffer, No sermons left to hide or cover, An empty promise, lie unfulfilled, To steal a dream or get it killed.","Slayer"
"In a world of brutal time.","Slayer"
"In your mind's eye could you truly believe, That by giving you can save your soul, Could you be so naive","Slayer"
"Innocence withdrawn in fear.","Slayer"
"Intense pain eats away at your brain, Thorazine pumping through your veins.","Slayer"
"Judgment day the second coming arrives.","Slayer"
"Laughing as you eternally rot, Searching for human flesh","Slayer"
"Life preordained","Slayer"
"Like roaring thunder.","Slayer"
"Litter the city streets","Slayer"
"Live Undead.","Slayer"
"Luxuries, Your righteous reward?","Slayer"
"Lying still unknowing.","Slayer"
"Lying, dying, screaming in pain.","Slayer"
"Madness growing as your mind dissolves.","Slayer"
"Mandatory suicide, massacre on the front line.","Slayer"
"March on through the rivers of red.","Slayer"
"Memories can't ignore","Slayer"
"Memories can't ignore, Rise ghost of war.","Slayer"
"Merely secret in my dreams.","Slayer"
"Mines explode, pain sheers through your brain, Radical amputation, this is insane.","Slayer"
"Murder at your every foot step.","Slayer"
"My mind is subjected to all","Slayer"
"Nailed shut but my eyes still see.","Slayer"
"Night grows cold, twilight's near, On the edge of madness the wounds are sheared.","Slayer"
"Nightmare, the persecution","Slayer"
"No spared breath.","Slayer"
"Now smell the stench of immortality.","Slayer"
"Observing trance awaking state","Slayer"
"Offspring sent out to cry, Living mandatory suicide.","Slayer"
"On and on, south of heaven","Slayer"
"Once forgotten soldiers come to life.","Slayer"
"Pain's agonizing stain.","Slayer"
"Pain, sufferaged toyed, Life's little fragments destroyed.","Slayer"
"Penniless from their generosity, Sharing their money to quench your greed.","Slayer"
"Praise the lord, praise god, Is what you wish to sell.","Slayer"
"Prepare for the impaling.","Slayer"
"Purged of your dead body, Sacrificed of your life.","Slayer"
"Reciting the passages of time","Slayer"
"Religious blackmail a deceit of trust, That death will come and all will be lost.","Slayer"
"Restrained, insane games","Slayer"
"Rise ghosts of war.","Slayer"
"Sacrifice the unborn.","Slayer"
"Sanctify lives of scorn.","Slayer"
"Satisfy the scorn.","Slayer"
"Save me.","Slayer"
"Scattered, remnants of life, Murder a time to die.","Slayer"
"Screaming soul sent out to die, Living mandatory suicide.","Slayer"
"Searching for the answer to their prayers","Slayer"
"See what has been and what the future sees.","Slayer"
"Send your donations, Contribute to the cause.","Slayer"
"Severe anguish as my body evolves.","Slayer"
"Share the wisdom of the old world that has passed, Step in a life that's yet to be born.","Slayer"
"Shattered glass, bits of clothing and human deceit.","Slayer"
"Shattered, adolescent +AFs-sings: another child+AF0-","Slayer"
"Silent Scream","Slayer"
"Sniper blazes you thru your knees","Slayer"
"Soldier of misfortune","Slayer"
"Souls drift, they fill the air.","Slayer"
"Spikes impale you as you're forced off the crest.","Slayer"
"Spill your blood, let it run on to me, Take my hand and let go of your life.","Slayer"
"Stab Bawl Punch Crawl","Slayer"
"Stained glass windows black.","Slayer"
"Suffer the children condemned.","Slayer"
"Suffocation, strangulation, Death is fucking you insane.","Slayer"
"Suicide.","Slayer"
"Target assassinate, time of your life has expired.","Slayer"
"that burns in your head.","Slayer"
"The almighty transformed to your screen.","Slayer"
"The loss of all hope and your dignity.","Slayer"
"The meanings lost in its translation, No holy words, describe his deception.","Slayer"
"The never ending search for a truth never told.","Slayer"
"The Never ending search for your shattered sanity, Souls of Damnation in their own reality.","Slayer"
"The pain of life after death it resolves.","Slayer"
"The root of all evil is the heart of a black soul.","Slayer"
"There is no heaven without a hell.","Slayer"
"They claim your trip to heavens nearby, You may believe it but satan wouldn't lie.","Slayer"
"They cry their last wish of need.","Slayer"
"Through cracked, blackened memories of unit dispersal","Slayer"
"Time melts away in this living inferno, Trapped by a cause that I once understood.","Slayer"
"Torment, ill forgotten","Slayer"
"Unearthly ritual sealed in fire","Slayer"
"Unsuspecting victims no warnings, no signs.","Slayer"
"Until I give out my last breath","Slayer"
"Violence inflicting of pain, savage morticians deny","Slayer"
"Voices inside my head","Slayer"
"Voices oppress.","Slayer"
"Walls close in on me.","Slayer"
"When doubt subsides his honesty, An inquiry, is it blasphemy?","Slayer"
"With the things you say.","Slayer"
"You care not for the old that suffer, When empty pockets cry from hunger.","Slayer"
"You heal the sick,+AFs-you+AF0- raise the dead, You blind the congregation","Slayer"
"You say you'll help us find the lord, Tell me preacher how do you know","Slayer"
"You see the agony in my eyes, Protruding aimless, I think it's time to die.","Slayer"
"You spill the blood, Eternal soul.","Slayer"
"You've spilt the blood.","Slayer"
"'Cause today, that was yesterday, yesterday is over","Rihanna"
"Ella ella, eh eh eh eh, eh eh","Rihanna"
"Ella ella, eh eh eh","Rihanna"
"A cold sweat hot headed believer","Rihanna"
"A vision of ecstasy","Rihanna"
"All along it was a fever","Rihanna"
"All I know is I love you too much to walk away though","Rihanna"
"And everybody's watching her","Rihanna"
"And I love her the more I suffer, I suffocate","Rihanna"
"And right before I'm about to drown, she resuscitates","Rihanna"
"And right now there's a steel knife in my windpipe","Rihanna"
"And she flies it better","Rihanna"
"And that's when you need me there","Rihanna"
"As long as the wrong feels right it's like I'm in flight","Rihanna"
"As we, moonshine and molly","Rihanna"
"At first sight I felt the energy of sun rays","Rihanna"
"Baby 'cause in the dark, you can't see shiny cars","Rihanna"
"Baby, come in to me","Rihanna"
"Baby, this is what you came for","Rihanna"
"Because when the sun shines, we'll shine together","Rihanna"
"But she's looking at you, ooh, ooh","Rihanna"
"But that's alright because I like the way it hurts","Rihanna"
"But that's alright because I love the way you lie","Rihanna"
"But when it comes to love, you're just as blinded, baby please","Rihanna"
"But when it's bad it's awful, I feel so ashamed","Rihanna"
"But you lied again, now you get to watch her leave out the window","Rihanna"
"But you promised her, next time you'll show restraint","Rihanna"
"But your temper's just as bad as mine is, you're the same as me","Rihanna"
"Cause when you never see the lights it's hard to know which one of us is caving","Rihanna"
"Come back, it wasn't you, baby it was me","Rihanna"
"Come back, we're running right back here we go again","Rihanna"
"Come in to me","Rihanna"
"Come in to me, come in to me","Rihanna"
"Come inside, pick up your bags off the sidewalk","Rihanna"
"Comin' down like the Dow Jones","Rihanna"
"Don't you hear sincerity in my voice when I talk","Rihanna"
"Even though I know it's lies, I'm tired of the games","Rihanna"
"Eye to eye, so alive","Rihanna"
"Feel the warmth we'll never die","Rihanna"
"Find light in the beautiful sea","Rihanna"
"Funny you're the broken one but i'm the only one who needed saving","Rihanna"
"Good Girl Gone Bad","Rihanna"
"Got that warm fuzzy feelin', yeah them chills used to get 'em","Rihanna"
"Guess that's why they call it window pane","Rihanna"
"He said, if you're there come a little closer","Rihanna"
"High off her love, drunk from her hate, it's like I'm huffin' paint","Rihanna"
"I can't breathe but I still fight, while I can fight","Rihanna"
"I can't tell you what it really is, I can only tell you what it feels like","Rihanna"
"I choose to be happy","Rihanna"
"I guess I don't know my own strength","Rihanna"
"I just want her back, I know I'm a liar","Rihanna"
"I knew that we'd become one right away","Rihanna"
"I laid hands on her, I'll never stoop so low again","Rihanna"
"I love the way you lie","Rihanna"
"I saw the life inside your eyes","Rihanna"
"I say your place when we leave","Rihanna"
"I snapped who's that dude?  I don't even know his name","Rihanna"
"I threw my hands in the air I said show me something","Rihanna"
"I want you to stay","Rihanna"
"I want you to stay, ohhh","Rihanna"
"I want you to stay, stay","Rihanna"
"I'll be all you need and more","Rihanna"
"I'm Superman with the wind at his back, she's Lois Lane","Rihanna"
"If she ever tries to fuckin' leave again, I'ma tie her to the bed and set this house on fire","Rihanna"
"If the hand is hard, together we'll mend your heart","Rihanna"
"It takes me all the way","Rihanna"
"It's a different day, sound like broken records playin' over","Rihanna"
"It's not just something you take, it's given","Rihanna"
"It's not much of a life you're living","Rihanna"
"It's okay, don't be alarmed, come in to me","Rihanna"
"It's pouring rain, it's pouring rain","Rihanna"
"It's raining, raining","Rihanna"
"It's so insane, 'cause when it's going good it's going great","Rihanna"
"It's the rage that took over, it controls ya both","Rihanna"
"Jay, Rain Man is back with Little Miss Sunshine","Rihanna"
"Just gonna stand there and hear me cry","Rihanna"
"Just gonna stand there and watch me burn","Rihanna"
"Know that we'll still have each other","Rihanna"
"Let it rain, I hydroplane into fame","Rihanna"
"Lightning strikes every time she moves","Rihanna"
"Makes me feel like I can't live without you","Rihanna"
"Maybe in magazines, but you'll still be my star","Rihanna"
"Maybe our relationship isn't as crazy as it seems","Rihanna"
"Maybe that's what happens when a tornado meets a volcano","Rihanna"
"Me, she fucking hates me and I love it, wait","Rihanna"
"Next time I'm pissed, I'll aim my fist at the dry wall","Rihanna"
"Next time, there will be no next time, I apologize","Rihanna"
"No clouds in my storms","Rihanna"
"Not really sure how to feel about it","Rihanna"
"Now I know we said things, did things, that we didn't mean","Rihanna"
"Now that it's raining more than ever","Rihanna"
"Now you're gettin' fuckin' sick of lookin' at 'em","Rihanna"
"Now you're in each others' face, spewing venom in your words when you spit 'em","Rihanna"
"Oh, right away","Rihanna"
"Ohhh cause I need this hole gone","Rihanna"
"Ohhh now tell me now tell me now tell me now you know","Rihanna"
"Ohhh the reason I hold on","Rihanna"
"Ooh baby, it's raining, raining","Rihanna"
"Palms rise to the universe","Rihanna"
"Rihanna, where you at?","Rihanna"
"Round and around and around and around we go","Rihanna"
"Said I'll always be your friend","Rihanna"
"Shine bright like a diamond","Rihanna"
"So go on and let the rain pour","Rihanna"
"So shine bright, tonight, you and I","Rihanna"
"So they say you're best to go your separate ways, guess that they don't know ya","Rihanna"
"Something in the way you move","Rihanna"
"Stack chips for the rainy day","Rihanna"
"Take three, action","Rihanna"
"Then we fall back into the same patterns, same routine","Rihanna"
"There's no distance in between our love","Rihanna"
"These fancy things will never come in between","Rihanna"
"Throw 'em down pin 'em, so lost in them moments when you're in 'em","Rihanna"
"Told you I'll be here forever","Rihanna"
"Told you this is my fault, look me in the eyeball","Rihanna"
"Took an oath, I'ma stick it out to the end","Rihanna"
"Under my umbrella","Rihanna"
"We fly higher than weather","Rihanna"
"We go fast with the game we play","Rihanna"
"We RocAFellas","Rihanna"
"We say nothing more than we need","Rihanna"
"We're beautiful like diamonds in the sky","Rihanna"
"We're like diamonds in the sky","Rihanna"
"When the clouds come, we gone","Rihanna"
"When the war has took its part","Rihanna"
"When the world has dealt its cards","Rihanna"
"When you hold me, I'm alive","Rihanna"
"Where you going, I'm leaving you, no you ain't","Rihanna"
"Who knows why it's gotta be this way?","Rihanna"
"With you, I'll always share","Rihanna"
"You and I, you and I","Rihanna"
"You can always come here to me","Rihanna"
"You can run into my arms","Rihanna"
"You can stand under my umbrella","Rihanna"
"You don't get another chance, life is no Nintendo game","Rihanna"
"You ever love somebody so much, you can barely breathe when you're with 'em","Rihanna"
"You had my heart, and we'll never be worlds apart","Rihanna"
"You know me, in anticipation for precipitation","Rihanna"
"You meet and neither one of you even know what hit 'em","Rihanna"
"You push pull each others' hair, scratch claw bit 'em","Rihanna"
"You'd swore you'd never hit 'em, never do nothing to hurt 'em","Rihanna"
"You're a shooting star I see","Rihanna"
"You're part of my entity, here for infinity","Rihanna"
"You, ooh, ooh","Rihanna"
"You, ooh, ooh, ooh","Rihanna"
"'Cause I never loved someone like you before","Scooter"
"'Cause I've never loved someone like you before","Scooter"
"'Pon the mic I'm the teacher","Scooter"
"'Pon the mic I'm the Voodoo","Scooter"
"'Pon the mic you can't stop me","Scooter"
"next bit is just a guess","Scooter"
"1 2 3 fire","Scooter"
"Aaaggrhh","Scooter"
"Ahh","Scooter"
"Ahhhhhhhhhh...","Scooter"
"All right posse, keep it up","Scooter"
"Allright, crew It's weeeeeeeekeeeeeeeeeend","Scooter"
"Alright now, I'm your pusher","Scooter"
"Alright","Scooter"
"Alright, come on posse, you've gotta keep it up","Scooter"
"And to Westbam, Marusha, Steve Mason, The Mystic Man, DJ Dick, Carl Cox, The Hooligan, Cosmic...","Scooter"
"and we start again","Scooter"
"Are you ready for the sound of Scooter?","Scooter"
"Attack, ah","Scooter"
"back","Scooter"
"Back on the case, no disgrace","Scooter"
"back to the","Scooter"
"Back to the family","Scooter"
"back to the family","Scooter"
"Bass drum","Scooter"
"Bass You know what I mean","Scooter"
"Bass, you know what I mean","Scooter"
"Be good.","Scooter"
"Bringing it on down to the party place","Scooter"
"but do I really feel the way I feel","Scooter"
"But it's more important to be nice","Scooter"
"Bye, Bye","Scooter"
"chili bo","Scooter"
"Chillybow","Scooter"
"Come on","Scooter"
"Come on","Scooter"
"come on","Scooter"
"Come on Come on Come on","Scooter"
"Come on, come on, hardcore","Scooter"
"Come on, keep it up","Scooter"
"Come on, party, move your ass","Scooter"
"Come on, party, you've gotta move","Scooter"
"Coming up with the motherfucking bassdrum","Scooter"
"Cut the crap Get the slap","Scooter"
"Dave","Scooter"
"Destination of Zulu","Scooter"
"do all kinds of tricks","Scooter"
"Do you like it hardcore?","Scooter"
"Drum'n'Bass's still on the map","Scooter"
"eh eh eh","Scooter"
"eh eh eh","Scooter"
"energy shining down on me","Scooter"
"everybody was happy","Scooter"
"Excuse me Where is the bass drum?","Scooter"
"feel as good as a boy can be","Scooter"
"feeling the kicks","Scooter"
"Fire","Scooter"
"Flat on your back like one, two, three","Scooter"
"Freak is freak and scene is scene","Scooter"
"Get off your shirts and wait for further instructions","Scooter"
"get the pressure","Scooter"
"Gimme your hands, singing","Scooter"
"Go ahead","Scooter"
"Hardcore","Scooter"
"Hell, Paul Elstac, Mate Galic, Roland Casper, Sylvie, Miss Djax, Jens Mahlstedt, Tanith, Laurent Garnier...","Scooter"
"Here comes the chicks Terminator","Scooter"
"Here we come","Scooter"
"Here we come Here we go","Scooter"
"Here we go now","Scooter"
"Hiyeah, yeah, yeah","Scooter"
"Hiyoh yoh yoh","Scooter"
"Hyper Hyper","Scooter"
"Hyper, hyper","Scooter"
"i guarantee emergency","Scooter"
"I said... I want to see you sweat","Scooter"
"I wanna have the whole and not a part","Scooter"
"I want it as a whole and not a part.","Scooter"
"I want to ask you something...","Scooter"
"I want to see you sweat","Scooter"
"I'll have to ask you again...","Scooter"
"I'm raving till the sweat has fallen down off me","Scooter"
"I'm raving, I'm raving","Scooter"
"I'm the fast chatter  no one's better than me","Scooter"
"I'm your pusher","Scooter"
"I've got one message for the next decade","Scooter"
"In Control","Scooter"
"in the middle of the the pouring rain","Scooter"
"Is everybody on the floor?","Scooter"
"It's nice to be important","Scooter"
"It's so beautiful to see your hands in the air","Scooter"
"Jetzt kommt die feuerwehr","Scooter"
"Keep the Vibes... Hyper, hyper","Scooter"
"Kickin' it, kickin' it, kickin' it yeah","Scooter"
"Kid Paul, Dag, Mike VanDike, Jens Lissat, Lenny D., Sven Vath, Mark Spoon, Marco Zaffarano...","Scooter"
"La la a","Scooter"
"La la la","Scooter"
"Let me hear ya","Scooter"
"Lost and found, back on the case","Scooter"
"Love in a woman's heart","Scooter"
"Love in the women's heart ","Scooter"
"Make some noise","Scooter"
"Maximum respect","Scooter"
"Miscellaneous","Scooter"
"Move your ass","Scooter"
"Move your ass, yeah","Scooter"
"Over and out","Scooter"
"Posse, you keep the spirit alive","Scooter"
"Put on my raving shoes and I boarded a plane","Scooter"
"Put your hands in the air","Scooter"
"Rave nation, stay tuned","Scooter"
"Ravers of the Universe","Scooter"
"Ravers unite","Scooter"
"Respect to the man in the icecream van","Scooter"
"Say, +//0A4v/9AID//QCc-Sheffield+//0A4v/9AID//QCd-","Scooter"
"Scooter","Scooter"
"Scooter, back in the house, yeah","Scooter"
"Scotland","Scooter"
"Scotland posse","Scooter"
"sentimentally","Scooter"
"Sharpen the mix","Scooter"
"sharpen the mix","Scooter"
"Sheffield","Scooter"
"Sheffield's gonna rock you once again","Scooter"
"Sing it, yeahay, yeahay","Scooter"
"Sit there.","Scooter"
"Sounds of the track attacker","Scooter"
"Special, Pascal F.E.O.S., Gary D., Scotty, Gizmo... and to all DJs all over the World","Scooter"
"Spread my words like a preacher","Scooter"
"Starting the, Microphone business","Scooter"
"Strange kind of feeling comes more and more","Scooter"
"Strange that this feeling grows more and more","Scooter"
"Thank you","Scooter"
"Thank you","Scooter"
"the radical xe xp","Scooter"
"This is a real monster tune","Scooter"
"This is Scooter","Scooter"
"This one is going out to everybody in the place","Scooter"
"To the whole European posse","Scooter"
"touched down in a land where the skies were blue","Scooter"
"Uahahaha","Scooter"
"up and down","Scooter"
"Up on the catwalk, down on the floor","Scooter"
"up to the pressure","Scooter"
"Vamos, yeah","Scooter"
"We know you're addicted to the real hardcore","Scooter"
"We need the bass drum","Scooter"
"We need the hardcore","Scooter"
"we need you to go","Scooter"
"We put some energy into this place","Scooter"
"We want to sing a big shout to US, and to all ravers in the world","Scooter"
"We'll bring it on down to the party place","Scooter"
"we're just coming to an end","Scooter"
"We're not the monkeys, but we've got the key","Scooter"
"What is essential? Is invisible to the eye It's only with the heart, that you can see rightly...","Scooter"
"Wicked","Scooter"
"Yeye, yeah","Scooter"
"Yeaah.","Scooter"
"yeah","Scooter"
"Yeah","Scooter"
"yeah","Scooter"
"Yeah, aah","Scooter"
"yeah, I've got a first class ticket","Scooter"
"Yeahay, yeahay","Scooter"
"Yeeeah","Scooter"
"Yes","Scooter"
"yes","Scooter"
"Yes","Scooter"
"Yiiihhaaaa","Scooter"
"you have no time to rest","Scooter"
"you love the sound","Scooter"
